customer_id,plan_price,daily_limit_gb,total_monthly_gb,used_data_gb,unused_data_gb,exhaustion_days,booster_count,booster_spend,total_monthly_spend,recharge_delay_days,actual_scenario,churn_risk_score,churn_risk_label
CUST_0316,389,2.0,60.0,60.0,0.0,14,0,0,389,2,2,0.88,High
CUST_0317,389,2.0,60.0,52.3,7.7,2,0,0,389,1,0,0.04,Low
CUST_0318,389,2.0,60.0,86.4,0.0,26,9,171,560,0,4,0.93,High
CUST_0319,389,2.0,60.0,52.2,7.8,1,0,0,389,0,0,0.05,Low
CUST_0320,389,2.0,60.0,85.7,0.0,23,13,247,636,0,4,0.87,High
CUST_0321,389,2.0,60.0,24.0,36.0,0,0,0,389,0,1,0.54,Medium
CUST_0322,389,2.0,60.0,70.4,0.0,13,4,76,465,0,3,0.8,High
CUST_0323,389,2.0,60.0,60.0,0.0,16,0,0,389,5,2,0.89,High
CUST_0324,389,2.0,60.0,60.0,0.0,20,0,0,389,3,2,0.84,High
CUST_0325,389,2.0,60.0,51.9,8.1,0,0,0,389,1,0,0.04,Low
CUST_0326,389,2.0,60.0,51.5,8.5,0,0,0,389,0,0,0.06,Low
CUST_0327,389,2.0,60.0,44.6,15.4,0,0,0,389,0,1,0.29,Low
CUST_0328,389,2.0,60.0,48.9,11.1,1,0,0,389,0,0,0.05,Low
CUST_0329,389,2.0,60.0,51.9,8.1,0,0,0,389,1,0,0.04,Low
CUST_0330,389,2.0,60.0,49.8,10.2,0,0,0,389,0,0,0.06,Low
CUST_0331,389,2.0,60.0,60.0,0.0,17,0,0,389,3,2,0.84,High
CUST_0332,389,2.0,60.0,52.8,7.2,1,0,0,389,1,0,0.07,Low
CUST_0333,389,2.0,60.0,42.1,17.9,0,0,0,389,1,1,0.61,Medium
CUST_0334,389,2.0,60.0,49.0,11.0,1,0,0,389,1,0,0.08,Low
CUST_0335,389,2.0,60.0,60.0,0.0,13,0,0,389,4,2,0.85,High
CUST_0336,389,2.0,60.0,46.0,14.0,2,0,0,389,0,0,0.04,Low
CUST_0337,389,2.0,60.0,54.4,5.6,2,0,0,389,0,0,0.05,Low
CUST_0338,389,2.0,60.0,71.1,0.0,9,6,114,503,0,3,0.92,High
CUST_0339,389,2.0,60.0,53.1,6.9,2,0,0,389,0,0,0.04,Low
CUST_0340,389,2.0,60.0,40.4,19.6,0,0,0,389,1,1,0.68,High
CUST_0341,389,2.0,60.0,46.6,13.4,1,0,0,389,0,0,0.04,Low
CUST_0342,389,2.0,60.0,60.0,0.0,20,0,0,389,2,2,0.85,High
CUST_0343,389,2.0,60.0,49.7,10.3,0,0,0,389,1,0,0.06,Low
CUST_0344,389,2.0,60.0,21.1,38.9,0,0,0,389,1,1,0.6,Medium
CUST_0345,389,2.0,60.0,60.0,0.0,16,0,0,389,5,2,0.89,High
CUST_0346,389,2.0,60.0,22.0,38.0,0,0,0,389,2,1,0.61,Medium
CUST_0347,389,2.0,60.0,45.3,14.7,0,0,0,389,0,0,0.14,Low
CUST_0348,389,2.0,60.0,85.9,0.0,26,14,266,655,0,4,0.87,High
CUST_0349,389,2.0,60.0,48.7,11.3,1,0,0,389,0,0,0.05,Low
CUST_0350,389,2.0,60.0,60.0,0.0,21,0,0,389,2,2,0.8,High
CUST_0351,389,2.0,60.0,60.0,0.0,13,0,0,389,5,2,0.84,High
CUST_0352,389,2.0,60.0,50.9,9.1,1,0,0,389,0,0,0.06,Low
CUST_0353,389,2.0,60.0,60.0,0.0,19,0,0,389,2,2,0.86,High
CUST_0354,389,2.0,60.0,52.2,7.8,1,0,0,389,0,0,0.05,Low
CUST_0355,389,2.0,60.0,50.1,9.9,0,0,0,389,0,0,0.06,Low
CUST_0356,389,2.0,60.0,22.4,37.6,0,0,0,389,0,1,0.56,Medium
CUST_0357,389,2.0,60.0,29.0,31.0,0,0,0,389,1,1,0.68,High
CUST_0358,389,2.0,60.0,60.0,0.0,20,0,0,389,2,2,0.85,High
CUST_0359,389,2.0,60.0,75.1,0.0,22,14,266,655,0,4,0.9,High
CUST_0360,389,2.0,60.0,47.4,12.6,2,0,0,389,0,0,0.04,Low
CUST_0361,389,2.0,60.0,28.3,31.7,0,0,0,389,0,1,0.65,High
CUST_0362,389,2.0,60.0,68.0,0.0,11,6,114,503,0,3,0.88,High
CUST_0363,389,2.0,60.0,66.2,0.0,11,6,114,503,0,3,0.88,High
CUST_0364,389,2.0,60.0,69.6,0.0,12,3,57,446,0,3,0.81,High
CUST_0365,389,2.0,60.0,69.1,0.0,14,4,76,465,0,3,0.81,High
CUST_0366,389,2.0,60.0,47.7,12.3,1,0,0,389,0,0,0.05,Low
CUST_0367,389,2.0,60.0,75.6,0.0,28,9,171,560,0,4,0.94,High
CUST_0368,389,2.0,60.0,79.7,0.0,22,9,171,560,0,4,0.91,High
CUST_0369,389,2.0,60.0,54.9,5.1,2,0,0,389,0,0,0.05,Low
CUST_0370,389,2.0,60.0,54.7,5.3,2,0,0,389,0,0,0.05,Low
CUST_0371,389,2.0,60.0,28.6,31.4,0,0,0,389,1,1,0.67,High
CUST_0372,389,2.0,60.0,48.1,11.9,1,0,0,389,1,0,0.05,Low
CUST_0373,389,2.0,60.0,46.9,13.1,2,0,0,389,1,0,0.04,Low
CUST_0374,389,2.0,60.0,54.6,5.4,2,0,0,389,1,0,0.04,Low
CUST_0375,389,2.0,60.0,80.6,0.0,27,8,152,541,0,4,0.9,High
CUST_0376,389,2.0,60.0,71.1,0.0,8,6,114,503,0,3,0.92,High
CUST_0377,389,2.0,60.0,71.4,0.0,8,5,95,484,0,3,0.88,High
CUST_0378,389,2.0,60.0,69.7,0.0,8,4,76,465,0,3,0.88,High
CUST_0379,389,2.0,60.0,51.0,9.0,2,0,0,389,0,0,0.05,Low
CUST_0380,389,2.0,60.0,86.3,0.0,26,11,209,598,0,4,0.79,High
CUST_0381,389,2.0,60.0,51.5,8.5,1,0,0,389,1,0,0.06,Low
CUST_0382,389,2.0,60.0,42.5,17.5,0,0,0,389,0,1,0.65,High
CUST_0383,389,2.0,60.0,40.4,19.6,0,0,0,389,1,1,0.68,High
CUST_0384,389,2.0,60.0,48.2,11.8,1,0,0,389,0,0,0.05,Low
CUST_0385,389,2.0,60.0,50.5,9.5,0,0,0,389,0,0,0.06,Low
CUST_0386,389,2.0,60.0,20.4,39.6,0,0,0,389,2,1,0.65,High
CUST_0387,389,2.0,60.0,60.0,0.0,21,0,0,389,3,2,0.85,High
CUST_0388,389,2.0,60.0,53.6,6.4,1,0,0,389,1,0,0.05,Low
CUST_0389,389,2.0,60.0,65.8,0.0,12,4,76,465,0,3,0.84,High
CUST_0390,389,2.0,60.0,49.8,10.2,2,0,0,389,1,0,0.04,Low
CUST_0391,389,2.0,60.0,70.0,0.0,10,3,57,446,0,3,0.86,High
CUST_0392,389,2.0,60.0,42.4,17.6,0,0,0,389,0,1,0.65,High
CUST_0393,389,2.0,60.0,54.3,5.7,2,0,0,389,1,0,0.05,Low
CUST_0394,389,2.0,60.0,46.0,14.0,0,0,0,389,1,0,0.04,Low
CUST_0395,389,2.0,60.0,48.1,11.9,2,0,0,389,1,0,0.05,Low
CUST_0396,389,2.0,60.0,51.1,8.9,1,0,0,389,1,0,0.05,Low
CUST_0397,389,2.0,60.0,23.0,37.0,0,0,0,389,2,1,0.63,Medium
CUST_0398,389,2.0,60.0,87.0,0.0,28,13,247,636,0,4,0.84,High
CUST_0399,389,2.0,60.0,66.3,0.0,11,6,114,503,0,3,0.88,High
CUST_0400,389,2.0,60.0,68.9,0.0,12,4,76,465,0,3,0.81,High
CUST_0401,389,2.0,60.0,51.4,8.6,0,0,0,389,1,0,0.05,Low
CUST_0402,389,2.0,60.0,69.5,0.0,9,3,57,446,0,3,0.87,High
CUST_0403,389,2.0,60.0,80.3,0.0,23,9,171,560,0,4,0.92,High
CUST_0404,389,2.0,60.0,53.2,6.8,2,0,0,389,1,0,0.06,Low
CUST_0405,389,2.0,60.0,66.0,0.0,14,4,76,465,0,3,0.82,High
CUST_0406,389,2.0,60.0,53.7,6.3,0,0,0,389,0,0,0.05,Low
CUST_0407,389,2.0,60.0,48.1,11.9,2,0,0,389,1,0,0.05,Low
CUST_0408,389,2.0,60.0,60.0,0.0,20,0,0,389,3,2,0.84,High
CUST_0409,389,2.0,60.0,46.4,13.6,2,0,0,389,0,0,0.03,Low
CUST_0410,389,2.0,60.0,30.7,29.3,0,0,0,389,2,1,0.64,Medium
CUST_0411,389,2.0,60.0,48.4,11.6,1,0,0,389,0,0,0.05,Low
CUST_0412,389,2.0,60.0,54.1,5.9,0,0,0,389,1,0,0.06,Low
CUST_0413,389,2.0,60.0,60.0,0.0,15,0,0,389,4,2,0.88,High
CUST_0414,389,2.0,60.0,48.4,11.6,2,0,0,389,1,0,0.04,Low
CUST_0415,389,2.0,60.0,69.7,0.0,11,5,95,484,0,3,0.83,High
CUST_0416,389,2.0,60.0,50.9,9.1,2,0,0,389,1,0,0.04,Low
CUST_0417,389,2.0,60.0,24.8,35.2,0,0,0,389,1,1,0.56,Medium
CUST_0418,389,2.0,60.0,60.0,0.0,12,0,0,389,4,2,0.86,High
CUST_0419,389,2.0,60.0,21.5,38.5,0,0,0,389,1,1,0.58,Medium
CUST_0420,389,2.0,60.0,51.9,8.1,0,0,0,389,0,0,0.05,Low
CUST_0421,389,2.0,60.0,49.5,10.5,0,0,0,389,1,0,0.04,Low
CUST_0422,389,2.0,60.0,71.5,0.0,12,5,95,484,0,3,0.82,High
CUST_0423,389,2.0,60.0,54.9,5.1,0,0,0,389,0,0,0.09,Low
CUST_0424,389,2.0,60.0,47.6,12.4,2,0,0,389,1,0,0.07,Low
CUST_0425,389,2.0,60.0,70.5,0.0,9,3,57,446,0,3,0.87,High
CUST_0426,389,2.0,60.0,47.6,12.4,1,0,0,389,0,0,0.06,Low
CUST_0427,389,2.0,60.0,83.3,0.0,24,9,171,560,0,4,0.93,High
CUST_0428,389,2.0,60.0,35.0,25.0,0,0,0,389,2,1,0.62,Medium
CUST_0429,389,2.0,60.0,69.0,0.0,11,3,57,446,0,3,0.82,High
CUST_0430,389,2.0,60.0,29.9,30.1,0,0,0,389,1,1,0.67,High
CUST_0431,389,2.0,60.0,53.8,6.2,1,0,0,389,1,0,0.05,Low
CUST_0432,389,2.0,60.0,67.1,0.0,8,5,95,484,0,3,0.88,High
CUST_0433,389,2.0,60.0,51.9,8.1,1,0,0,389,1,0,0.04,Low
CUST_0434,389,2.0,60.0,60.0,0.0,20,0,0,389,3,2,0.84,High
CUST_0435,389,2.0,60.0,88.8,0.0,27,7,133,522,0,4,0.87,High
CUST_0436,389,2.0,60.0,66.2,0.0,10,5,95,484,0,3,0.87,High
CUST_0437,389,2.0,60.0,48.7,11.3,0,0,0,389,1,0,0.04,Low
CUST_0438,389,2.0,60.0,45.8,14.2,0,0,0,389,0,0,0.05,Low
CUST_0439,389,2.0,60.0,22.6,37.4,0,0,0,389,1,1,0.58,Medium
CUST_0440,389,2.0,60.0,51.0,9.0,2,0,0,389,0,0,0.05,Low
CUST_0441,389,2.0,60.0,60.0,0.0,13,0,0,389,3,2,0.86,High
CUST_0442,389,2.0,60.0,38.9,21.1,0,0,0,389,2,1,0.53,Medium
CUST_0443,389,2.0,60.0,78.6,0.0,24,11,209,598,0,4,0.86,High
CUST_0444,389,2.0,60.0,46.0,14.0,0,0,0,389,1,0,0.04,Low
CUST_0445,389,2.0,60.0,47.3,12.7,0,0,0,389,1,0,0.04,Low
CUST_0446,389,2.0,60.0,70.1,0.0,12,6,114,503,0,3,0.83,High
CUST_0447,389,2.0,60.0,60.0,0.0,14,0,0,389,4,2,0.84,High
CUST_0448,389,2.0,60.0,24.4,35.6,0,0,0,389,0,1,0.53,Medium
CUST_0449,389,2.0,60.0,49.2,10.8,2,0,0,389,0,0,0.04,Low
CUST_0450,389,2.0,60.0,52.6,7.4,1,0,0,389,1,0,0.04,Low
CUST_0451,389,2.0,60.0,45.1,14.9,1,0,0,389,0,0,0.09,Low
CUST_0452,389,2.0,60.0,71.7,0.0,11,3,57,446,0,3,0.82,High
CUST_0453,389,2.0,60.0,31.4,28.6,0,0,0,389,2,1,0.64,Medium
CUST_0454,389,2.0,60.0,53.6,6.4,1,0,0,389,1,0,0.05,Low
CUST_0455,389,2.0,60.0,60.0,0.0,17,0,0,389,3,2,0.84,High
CUST_0456,389,2.0,60.0,89.3,0.0,22,14,266,655,0,4,0.9,High
CUST_0457,389,2.0,60.0,60.0,0.0,12,0,0,389,3,2,0.88,High
CUST_0458,389,2.0,60.0,52.8,7.2,2,0,0,389,0,0,0.04,Low
CUST_0459,389,2.0,60.0,84.6,0.0,28,7,133,522,0,4,0.9,High
CUST_0460,389,2.0,60.0,23.8,36.2,0,0,0,389,0,1,0.55,Medium
CUST_0461,389,2.0,60.0,45.4,14.6,2,0,0,389,0,0,0.04,Low
CUST_0462,389,2.0,60.0,65.7,0.0,8,3,57,446,0,3,0.89,High
CUST_0463,389,2.0,60.0,49.6,10.4,2,0,0,389,1,0,0.04,Low
CUST_0464,389,2.0,60.0,60.0,0.0,14,0,0,389,4,2,0.84,High
CUST_0465,389,2.0,60.0,40.8,19.2,0,0,0,389,1,1,0.69,High
CUST_0466,389,2.0,60.0,54.7,5.3,2,0,0,389,1,0,0.04,Low
CUST_0467,389,2.0,60.0,60.0,0.0,13,0,0,389,4,2,0.85,High
CUST_0468,389,2.0,60.0,51.2,8.8,1,0,0,389,0,0,0.06,Low
CUST_0469,389,2.0,60.0,21.0,39.0,0,0,0,389,1,1,0.6,Medium
CUST_0470,389,2.0,60.0,49.7,10.3,1,0,0,389,1,0,0.08,Low
CUST_0471,389,2.0,60.0,82.8,0.0,29,10,190,579,0,4,0.79,High
CUST_0472,389,2.0,60.0,46.1,13.9,1,0,0,389,0,0,0.07,Low
CUST_0473,389,2.0,60.0,50.5,9.5,1,0,0,389,0,0,0.05,Low
CUST_0474,389,2.0,60.0,54.3,5.7,2,0,0,389,1,0,0.05,Low
CUST_0475,389,2.0,60.0,85.1,0.0,27,13,247,636,0,4,0.82,High
CUST_0476,389,2.0,60.0,50.4,9.6,0,0,0,389,0,0,0.06,Low
CUST_0477,389,2.0,60.0,86.2,0.0,27,13,247,636,0,4,0.83,High
CUST_0478,389,2.0,60.0,48.2,11.8,1,0,0,389,0,0,0.05,Low
CUST_0479,389,2.0,60.0,38.2,21.8,0,0,0,389,1,1,0.7,High
CUST_0480,389,2.0,60.0,70.7,0.0,14,5,95,484,0,3,0.82,High
CUST_0481,389,2.0,60.0,70.1,0.0,10,3,57,446,0,3,0.86,High
CUST_0482,389,2.0,60.0,27.4,32.6,0,0,0,389,2,1,0.6,Medium
CUST_0483,389,2.0,60.0,50.8,9.2,0,0,0,389,1,0,0.05,Low
CUST_0484,389,2.0,60.0,50.6,9.4,0,0,0,389,1,0,0.05,Low
CUST_0485,389,2.0,60.0,76.5,0.0,29,14,266,655,0,4,0.89,High
CUST_0486,389,2.0,60.0,50.6,9.4,1,0,0,389,0,0,0.06,Low
CUST_0487,389,2.0,60.0,60.0,0.0,20,0,0,389,5,2,0.91,High
CUST_0488,389,2.0,60.0,70.9,0.0,11,3,57,446,0,3,0.79,High
CUST_0489,389,2.0,60.0,70.3,0.0,11,5,95,484,0,3,0.82,High
CUST_0490,389,2.0,60.0,68.3,0.0,10,3,57,446,0,3,0.88,High
CUST_0491,389,2.0,60.0,51.4,8.6,1,0,0,389,1,0,0.05,Low
CUST_0492,389,2.0,60.0,51.6,8.4,1,0,0,389,1,0,0.06,Low
CUST_0493,389,2.0,60.0,46.7,13.3,0,0,0,389,0,0,0.05,Low
CUST_0494,389,2.0,60.0,60.0,0.0,15,0,0,389,2,2,0.88,High
CUST_0495,389,2.0,60.0,50.8,9.2,2,0,0,389,1,0,0.04,Low
CUST_0496,389,2.0,60.0,60.0,0.0,13,0,0,389,3,2,0.86,High
CUST_0497,389,2.0,60.0,53.3,6.7,0,0,0,389,0,0,0.05,Low
CUST_0498,389,2.0,60.0,48.3,11.7,1,0,0,389,1,0,0.05,Low
CUST_0499,389,2.0,60.0,68.6,0.0,12,6,114,503,0,3,0.84,High
CUST_0500,389,2.0,60.0,66.7,0.0,14,6,114,503,0,3,0.85,High
CUST_0501,389,2.0,60.0,70.4,0.0,8,6,114,503,0,3,0.92,High
CUST_0502,389,2.0,60.0,51.4,8.6,2,0,0,389,0,0,0.05,Low
CUST_0503,389,2.0,60.0,86.2,0.0,28,7,133,522,0,4,0.9,High
CUST_0504,389,2.0,60.0,50.7,9.3,1,0,0,389,1,0,0.05,Low
CUST_0505,389,2.0,60.0,69.1,0.0,13,3,57,446,0,3,0.81,High
CUST_0506,389,2.0,60.0,86.7,0.0,24,8,152,541,0,4,0.84,High
CUST_0507,389,2.0,60.0,48.8,11.2,0,0,0,389,1,0,0.04,Low
CUST_0508,389,2.0,60.0,32.1,27.9,0,0,0,389,1,1,0.66,High
CUST_0509,389,2.0,60.0,54.0,6.0,2,0,0,389,0,0,0.04,Low
CUST_0510,389,2.0,60.0,45.6,14.4,1,0,0,389,1,0,0.05,Low
CUST_0511,389,2.0,60.0,54.2,5.8,0,0,0,389,1,0,0.06,Low
CUST_0512,389,2.0,60.0,45.4,14.6,1,0,0,389,1,0,0.05,Low
CUST_0513,389,2.0,60.0,52.9,7.1,1,0,0,389,1,0,0.07,Low
CUST_0514,389,2.0,60.0,41.1,18.9,0,0,0,389,1,1,0.69,High
CUST_0515,389,2.0,60.0,20.8,39.2,0,0,0,389,1,1,0.62,Medium
CUST_0516,389,2.0,60.0,50.3,9.7,0,0,0,389,0,0,0.06,Low
CUST_0517,389,2.0,60.0,75.3,0.0,29,9,171,560,0,4,0.94,High
CUST_0518,389,2.0,60.0,60.0,0.0,18,0,0,389,2,2,0.87,High
CUST_0519,389,2.0,60.0,26.5,33.5,0,0,0,389,0,1,0.58,Medium
CUST_0520,389,2.0,60.0,77.2,0.0,28,8,152,541,0,4,0.9,High
CUST_0521,389,2.0,60.0,48.1,11.9,0,0,0,389,1,0,0.04,Low
CUST_0522,389,2.0,60.0,45.2,14.8,0,0,0,389,1,0,0.09,Low
CUST_0523,389,2.0,60.0,51.8,8.2,0,0,0,389,0,0,0.06,Low
CUST_0524,389,2.0,60.0,49.0,11.0,2,0,0,389,0,0,0.05,Low
CUST_0525,389,2.0,60.0,35.3,24.7,0,0,0,389,1,1,0.67,High
CUST_0526,389,2.0,60.0,24.1,35.9,0,0,0,389,1,1,0.56,Medium
CUST_0527,389,2.0,60.0,46.0,14.0,2,0,0,389,0,0,0.04,Low
CUST_0528,389,2.0,60.0,52.9,7.1,1,0,0,389,1,0,0.07,Low
CUST_0529,389,2.0,60.0,86.9,0.0,22,14,266,655,0,4,0.93,High
CUST_0530,389,2.0,60.0,83.2,0.0,25,12,228,617,0,4,0.85,High
CUST_0531,389,2.0,60.0,46.3,13.7,2,0,0,389,1,0,0.04,Low
CUST_0532,389,2.0,60.0,54.5,5.5,1,0,0,389,1,0,0.05,Low
CUST_0533,389,2.0,60.0,45.7,14.3,1,0,0,389,0,0,0.05,Low
CUST_0534,389,2.0,60.0,32.4,27.6,0,0,0,389,1,1,0.66,High
CUST_0535,389,2.0,60.0,29.9,30.1,0,0,0,389,2,1,0.63,Medium
CUST_0536,389,2.0,60.0,78.1,0.0,23,14,266,655,0,4,0.95,High
CUST_0537,389,2.0,60.0,69.0,0.0,12,6,114,503,0,3,0.84,High
CUST_0538,389,2.0,60.0,54.2,5.8,1,0,0,389,1,0,0.05,Low
CUST_0539,389,2.0,60.0,60.0,0.0,13,0,0,389,4,2,0.85,High
CUST_0540,389,2.0,60.0,54.0,6.0,2,0,0,389,1,0,0.04,Low
CUST_0541,389,2.0,60.0,60.0,0.0,18,0,0,389,5,2,0.89,High
CUST_0542,389,2.0,60.0,70.7,0.0,12,6,114,503,0,3,0.85,High
CUST_0543,389,2.0,60.0,87.9,0.0,22,10,190,579,0,4,0.77,High
CUST_0544,389,2.0,60.0,54.9,5.1,0,0,0,389,0,0,0.09,Low
CUST_0545,389,2.0,60.0,67.3,0.0,11,4,76,465,0,3,0.85,High
CUST_0546,389,2.0,60.0,60.0,0.0,16,0,0,389,2,2,0.86,High
CUST_0547,389,2.0,60.0,53.2,6.8,1,0,0,389,1,0,0.06,Low
CUST_0548,389,2.0,60.0,80.1,0.0,22,10,190,579,0,4,0.83,High
CUST_0549,389,2.0,60.0,52.6,7.4,0,0,0,389,0,0,0.05,Low
CUST_0550,389,2.0,60.0,60.0,0.0,20,0,0,389,2,2,0.85,High
CUST_0551,389,2.0,60.0,71.2,0.0,13,4,76,465,0,3,0.81,High
CUST_0552,389,2.0,60.0,45.9,14.1,0,0,0,389,0,0,0.06,Low
CUST_0553,389,2.0,60.0,86.1,0.0,23,8,152,541,0,4,0.86,High
CUST_0554,389,2.0,60.0,34.4,25.6,0,0,0,389,0,1,0.65,High
CUST_0555,389,2.0,60.0,44.5,15.5,0,0,0,389,2,1,0.46,Medium
CUST_0556,389,2.0,60.0,65.7,0.0,10,6,114,503,0,3,0.88,High
CUST_0557,389,2.0,60.0,60.0,0.0,17,0,0,389,2,2,0.85,High
CUST_0558,389,2.0,60.0,76.1,0.0,29,13,247,636,0,4,0.84,High
CUST_0559,389,2.0,60.0,78.2,0.0,28,13,247,636,0,4,0.86,High
CUST_0560,389,2.0,60.0,67.9,0.0,11,4,76,465,0,3,0.85,High
CUST_0561,389,2.0,60.0,53.1,6.9,0,0,0,389,0,0,0.05,Low
CUST_0562,389,2.0,60.0,85.1,0.0,28,9,171,560,0,4,0.92,High
CUST_0563,389,2.0,60.0,31.5,28.5,0,0,0,389,0,1,0.66,High
CUST_0564,389,2.0,60.0,54.8,5.2,1,0,0,389,0,0,0.1,Low
CUST_0565,389,2.0,60.0,52.4,7.6,1,0,0,389,1,0,0.04,Low
CUST_0566,389,2.0,60.0,79.4,0.0,24,9,171,560,0,4,0.93,High
CUST_0567,389,2.0,60.0,65.1,0.0,14,4,76,465,0,3,0.82,High
CUST_0568,389,2.0,60.0,53.3,6.7,2,0,0,389,0,0,0.04,Low
CUST_0569,389,2.0,60.0,46.2,13.8,0,0,0,389,1,0,0.04,Low
CUST_0570,389,2.0,60.0,60.0,0.0,15,0,0,389,2,2,0.88,High
CUST_0571,389,2.0,60.0,47.3,12.7,1,0,0,389,1,0,0.04,Low
CUST_0572,389,2.0,60.0,53.8,6.2,1,0,0,389,0,0,0.05,Low
CUST_0573,389,2.0,60.0,54.9,5.1,2,0,0,389,0,0,0.05,Low
CUST_0574,389,2.0,60.0,67.0,0.0,11,5,95,484,0,3,0.84,High
CUST_0575,389,2.0,60.0,69.0,0.0,12,3,57,446,0,3,0.8,High
CUST_0576,389,2.0,60.0,49.9,10.1,0,0,0,389,0,0,0.06,Low
CUST_0577,389,2.0,60.0,53.7,6.3,1,0,0,389,1,0,0.05,Low
CUST_0578,389,2.0,60.0,51.9,8.1,1,0,0,389,1,0,0.04,Low
CUST_0579,389,2.0,60.0,48.4,11.6,0,0,0,389,1,0,0.04,Low
CUST_0580,389,2.0,60.0,60.0,0.0,15,0,0,389,2,2,0.88,High
CUST_0581,389,2.0,60.0,50.1,9.9,1,0,0,389,1,0,0.05,Low
CUST_0582,389,2.0,60.0,60.0,0.0,13,0,0,389,5,2,0.84,High
CUST_0583,389,2.0,60.0,68.5,0.0,14,4,76,465,0,3,0.82,High
CUST_0584,389,2.0,60.0,48.6,11.4,1,0,0,389,1,0,0.05,Low
CUST_0585,389,2.0,60.0,49.7,10.3,0,0,0,389,0,0,0.07,Low
CUST_0586,389,2.0,60.0,60.0,0.0,14,0,0,389,5,2,0.85,High
CUST_0587,389,2.0,60.0,50.2,9.8,1,0,0,389,0,0,0.05,Low
CUST_0588,389,2.0,60.0,45.4,14.6,0,0,0,389,1,0,0.04,Low
CUST_0589,389,2.0,60.0,25.5,34.5,0,0,0,389,1,1,0.59,Medium
CUST_0590,389,2.0,60.0,81.0,0.0,26,7,133,522,0,4,0.91,High
CUST_0591,389,2.0,60.0,48.5,11.5,2,0,0,389,0,0,0.04,Low
CUST_0592,389,2.0,60.0,37.6,22.4,0,0,0,389,2,1,0.56,Medium
CUST_0593,389,2.0,60.0,77.5,0.0,29,10,190,579,0,4,0.82,High
CUST_0594,389,2.0,60.0,85.1,0.0,26,10,190,579,0,4,0.79,High
CUST_0595,389,2.0,60.0,52.2,7.8,1,0,0,389,0,0,0.05,Low
CUST_0596,389,2.0,60.0,60.0,0.0,18,0,0,389,3,2,0.86,High
CUST_0597,389,2.0,60.0,51.0,9.0,1,0,0,389,1,0,0.05,Low
CUST_0598,389,2.0,60.0,49.6,10.4,1,0,0,389,0,0,0.05,Low
CUST_0599,389,2.0,60.0,38.8,21.2,0,0,0,389,0,1,0.71,High
CUST_0600,389,2.0,60.0,52.5,7.5,1,0,0,389,0,0,0.05,Low
CUST_0601,389,2.0,60.0,60.0,0.0,14,0,0,389,4,2,0.84,High
CUST_0602,389,2.0,60.0,23.5,36.5,0,0,0,389,0,1,0.55,Medium
CUST_0603,389,2.0,60.0,85.9,0.0,24,11,209,598,0,4,0.83,High
CUST_0604,389,2.0,60.0,50.3,9.7,1,0,0,389,0,0,0.05,Low
CUST_0605,389,2.0,60.0,31.2,28.8,0,0,0,389,2,1,0.65,High
CUST_0606,389,2.0,60.0,46.2,13.8,0,0,0,389,0,0,0.05,Low
CUST_0607,389,2.0,60.0,69.6,0.0,11,3,57,446,0,3,0.82,High
CUST_0608,389,2.0,60.0,36.8,23.2,0,0,0,389,2,1,0.57,Medium
CUST_0609,389,2.0,60.0,83.9,0.0,25,8,152,541,0,4,0.89,High
CUST_0610,389,2.0,60.0,34.5,25.5,0,0,0,389,0,1,0.65,High
CUST_0611,389,2.0,60.0,50.8,9.2,1,0,0,389,0,0,0.06,Low
CUST_0612,389,2.0,60.0,69.8,0.0,14,4,76,465,0,3,0.81,High
CUST_0613,389,2.0,60.0,23.6,36.4,0,0,0,389,0,1,0.55,Medium
CUST_0614,389,2.0,60.0,45.3,14.7,1,0,0,389,1,0,0.07,Low
CUST_0615,389,2.0,60.0,52.9,7.1,2,0,0,389,0,0,0.05,Low
CUST_0616,389,2.0,60.0,68.7,0.0,11,6,114,503,0,3,0.87,High
CUST_0617,389,2.0,60.0,37.2,22.8,0,0,0,389,0,1,0.67,High
CUST_0618,389,2.0,60.0,54.8,5.2,2,0,0,389,0,0,0.05,Low
CUST_0619,389,2.0,60.0,47.1,12.9,2,0,0,389,1,0,0.04,Low
CUST_0620,389,2.0,60.0,48.1,11.9,0,0,0,389,0,0,0.05,Low
CUST_0621,389,2.0,60.0,53.4,6.6,0,0,0,389,1,0,0.04,Low
CUST_0622,389,2.0,60.0,31.1,28.9,0,0,0,389,1,1,0.68,High
CUST_0623,389,2.0,60.0,79.3,0.0,28,12,228,617,0,4,0.85,High
CUST_0624,389,2.0,60.0,48.4,11.6,0,0,0,389,0,0,0.05,Low
CUST_0625,389,2.0,60.0,24.2,35.8,0,0,0,389,0,1,0.54,Medium
CUST_0626,389,2.0,60.0,27.6,32.4,0,0,0,389,0,1,0.64,Medium
CUST_0627,389,2.0,60.0,48.4,11.6,0,0,0,389,1,0,0.04,Low
CUST_0628,389,2.0,60.0,24.1,35.9,0,0,0,389,2,1,0.58,Medium
CUST_0629,389,2.0,60.0,35.7,24.3,0,0,0,389,2,1,0.6,Medium
CUST_0630,389,2.0,60.0,70.1,0.0,9,6,114,503,0,3,0.89,High
CUST_0631,389,2.0,60.0,68.2,0.0,14,3,57,446,0,3,0.82,High
CUST_0632,389,2.0,60.0,85.7,0.0,27,9,171,560,0,4,0.92,High
CUST_0633,389,2.0,60.0,60.0,0.0,13,0,0,389,4,2,0.85,High
